image_id,abs_image_path,Sampling_Date,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Dry_Green_g,Dry_Dead_g,Dry_Clover_g,GDM_g,Dry_Total_g
ID930534670,../../csiro-biomass/train/ID930534670.jpg,2015/6/26,Tas,Ryegrass_Clover,0.57,2.0,20.3265,10.5572,1.7333,22.0598,32.6169
ID936984905,../../csiro-biomass/train/ID936984905.jpg,2015/7/1,Vic,Phalaris_Clover,0.79,5.0,38.3727,4.2636,4.2636,42.6364,46.9
ID94564238,../../csiro-biomass/train/ID94564238.jpg,2015/7/2,Vic,Ryegrass_Clover,0.71,2.0,9.3154,3.9923,3.9923,13.3077,17.3
ID950496197,../../csiro-biomass/train/ID950496197.jpg,2015/9/4,Tas,Clover,0.72,2.6667,2.499,3.2487,17.743,20.242,23.4907
ID95050718,../../csiro-biomass/train/ID95050718.jpg,2015/6/26,Tas,Ryegrass_Clover,0.65,2.0,21.3496,15.0024,2.3081,23.6576,38.66
ID956512130,../../csiro-biomass/train/ID956512130.jpg,2015/11/9,Tas,Ryegrass_Clover,0.19,1.0,2.4,1.9,0.0,2.4,4.3
ID963903358,../../csiro-biomass/train/ID963903358.jpg,2015/6/26,Vic,Mixed,0.65,3.0,13.8293,29.9634,0.0,13.8293,43.7927
ID968643034,../../csiro-biomass/train/ID968643034.jpg,2015/11/10,Tas,Ryegrass_Clover,0.38,2.6667,9.0,7.6,1.5,10.5,18.1
ID969218269,../../csiro-biomass/train/ID969218269.jpg,2015/8/18,Vic,Phalaris_Clover,0.75,4.0,33.4529,13.5235,1.4235,34.8765,48.4
ID972274220,../../csiro-biomass/train/ID972274220.jpg,2015/11/10,Tas,Ryegrass_Clover,0.56,2.8333,7.8767,5.7388,7.4266,15.3034,21.0421
ID975115267,../../csiro-biomass/train/ID975115267.jpg,2015/7/8,WA,Clover,0.73,3.0,0.8,0.0,40.03,40.83,40.83
ID978026131,../../csiro-biomass/train/ID978026131.jpg,2015/9/4,Tas,Clover,0.83,3.1667,12.0601,4.1948,24.6445,36.7046,40.8994
ID980538882,../../csiro-biomass/train/ID980538882.jpg,2015/2/24,NSW,Phalaris,0.69,29.0,91.6543,1.1457,0.0,91.6543,92.8
ID980878870,../../csiro-biomass/train/ID980878870.jpg,2015/7/8,WA,Clover,0.74,2.0,2.0325,0.0,32.3575,34.39,34.39
ID983582017,../../csiro-biomass/train/ID983582017.jpg,2015/9/1,WA,Ryegrass,0.64,9.0,40.94,0.0,0.0,40.94,40.94
